Date,AMT,BLL,CNC,DG,DLR,EA,EFX,GDX,REGN,SBAC,VFC,VRSN,VRTX
27/07/2020,256.2828674,74.18556213,67.26999664,188.9092712,147.2821045,135.8104095,164.2189331,43.61229324,637.4000244,302.8282166,59.70042801,209.7899933,284.2099915
28/07/2020,262.6724243,73.6980896,64.23000336,188.9888306,150.1690369,134.43396,161.2595062,43.33374786,631,310.5358887,59.69061661,206.4199982,278.519989
29/07/2020,267.0929871,73.38969421,66.33999634,190.3314667,153.3193207,135.5809937,164.4870911,42.90597916,632.1599731,315.8368225,60.77036667,208.7299957,278.7200012
30/07/2020,258.4291077,73.07133484,66.80999756,190.2717896,154.8115387,138.2341614,162.3022614,41.41377258,631.4699707,309.7104492,59.38632202,208.4799957,279.3999939
31/07/2020,257.3461609,73.25041199,65.25,189.3568115,156.5768585,141.2563782,161.4382629,42.71696472,632.0700073,309.8397217,59.24889755,211.6799927,272
03/08/2020,252.6105347,73.7975769,63.09999847,191.8331757,156.6938934,141.9944916,161.7362061,42.31904602,645.1799927,303.7233276,58.70902252,212.0500031,279.519989
04/08/2020,256.1450195,74.74267578,62.63999939,194.3592529,157.1230316,145.9443207,159.6407471,44.24896622,648.4299927,308.6164551,58.3850975,214.3800049,275.7099915
05/08/2020,251.3405151,74.65313721,63.97999954,194.210083,155.6698151,145.8046875,161.4978485,44.29870605,624.5200195,304.807373,60.7998085,212.1600037,273.230011
06/08/2020,251.5571136,74.0562439,63.72000122,191.4950562,153.1242371,146.5726929,161.6567535,44.00026703,621.210022,305.6526794,58.87589264,211.8000031,273.3399963
07/08/2020,253.624588,75.14061737,64.27999878,194.2200317,154.6945038,143.6203003,165.4901123,42.51800537,620.210022,309.5811157,60.15195847,210.3999939,272.9899902
10/08/2020,249.4896088,74.94164276,63,192.2309723,154.3336334,140.3387451,163.5337067,42.16982269,608.2399902,299.1881714,62.83171082,206.3000031,268.730011
11/08/2020,242.3911591,73.56876373,62.88000107,190.0430298,147.8868256,135.3515778,163.3648834,38.84717178,598.8599854,294.0265198,63.27342606,201.8000031,261.8599854
12/08/2020,247.4122314,73.99653625,65.05000305,195.7515869,150.6274261,139.540802,165.7086029,39.02623749,612.3499756,302.7287903,62.54705048,205.2200012,270.8500061
13/08/2020,246.851059,74.84217072,64.68000031,195.0057068,148.3842163,141.4060059,165.5894318,40.41896439,610.8900146,302.9674377,62.65502548,210.3000031,267.1499939
14/08/2020,246.2504883,75.11077881,64.63999939,197.4621735,149.5350952,140.0694427,163.6032257,40.14041901,612.5700073,301.5154114,63.05747223,207.2899933,267.2900085
17/08/2020,247.0282898,75.81711578,64.12000275,199.6302185,152.6561127,140.089386,163.2357788,42.73686218,620.7299805,306.0604553,61.95809174,206.75,273.8399963
18/08/2020,248.6428986,75.96633148,63.13999939,196.8952789,152.59758,142.2139282,163.6628265,42.43841934,618.5900269,305.7919617,60.89797211,206.9900055,271.3099976
19/08/2020,241.436142,75.48880768,63.47000122,199.0335236,148.2281647,141.4957733,160.7033844,40.79698944,629.6300049,296.5924072,60.26976013,206.1499939,270.0700073
20/08/2020,243.8482513,75.36943817,62.40000153,196.7162781,151.3199005,143.111618,160.345871,41.75200653,616.8900146,298.1737366,59.87711716,208.1600037,271.4299927
21/08/2020,245.4825592,76.22499847,62.47000122,197.8400879,150.7444763,140.8474579,158.230545,40.6776123,605.4899902,303.7730103,60.52496719,206.7299957,271.2799988
24/08/2020,241.6429138,76.85175323,60.27999878,197.233429,149.0767059,141.9645691,158.6685944,40.43886185,594.7700195,300.3316345,64.76544952,207.3000031,267.4299927
25/08/2020,242.5978851,77.07061768,60.79000092,197.571579,150.9297943,141.8448944,159.4650116,40.36922836,610.5,303.2700195,63.25379181,205.6999969,272.3500061
26/08/2020,243.149231,78.51313782,59.38000107,202.9718018,150.1593018,143.2612305,160.5501556,41.38392639,612,302.2639771,62.88079071,208.5099945,271.2900085
27/08/2020,244.1337738,78.93097687,60.49000168,200.2368622,149.9057159,141.4060059,165.4481964,40.44881058,614.9699707,304.7242432,65.39366913,207.8699951,274.3399963
28/08/2020,245.7286987,79.85617065,60.47999954,199.292099,150.4811401,140.508316,167.618454,41.7420578,602.6099854,304.9832458,66.6893692,208.1399994,269.9599915
31/08/2020,245.295517,80.10535431,61.31999969,200.7739258,151.8075714,139.1119232,167.5189056,42.05044556,619.9299927,304.8637085,64.53968048,214.8000031,279.1199951
01/09/2020,244.1928253,81.7000885,61.36999893,198.8047638,149.769165,137.9349365,167.937027,41.45355988,592.6799927,305.4115295,65.33476257,215.7799988,275.4899902
02/09/2020,252.5317993,84.31145477,61.97999954,202.9817657,151.1736298,139.2016754,173.3527527,41.54309464,610.1500244,312.9317932,67.15072632,219.6999969,281.8900146
03/09/2020,248.4164581,82.96589661,60.22999954,195.7217712,144.5024719,132.4790039,168.0963287,41.07553864,577.4000244,305.5609436,67.27832031,207.7799988,267.4200134
04/09/2020,246.1126556,82.19844818,59.66999817,194.6476898,141.5960388,129.7958984,165.6472931,40.64776993,580.3599854,299.1065063,66.96421051,203.5399933,266.5
08/09/2020,242.9917145,80.28475952,57.15999985,191.3458557,140.7475128,123.9808578,163.0887756,40.36922836,561.8900146,304.5848083,67.1212616,196.8099976,258.6099854
09/09/2020,248.5149231,81.35124207,57.34999847,196.3681793,143.9367828,128.3695679,166.9514465,42.12008286,571.1500244,312.1249695,67.22012329,200.3300018,263.0400085
10/09/2020,244.5374146,80.73327637,57.09999847,196.0399933,142.0349426,126.9332657,160.968277,41.36403275,550.0999756,302.1843262,67.60564423,198,255.6499939
11/09/2020,245.9255981,81.41104126,56.43999863,199.4014893,142.005661,125.6964417,161.8244476,40.94621277,544.75,303.3696594,69.22683716,198.1300049,257.9599915
14/09/2020,249.9720154,83.00576782,58.22000122,201.0026703,141.8090973,125.8560333,162.5910034,42.56774521,564.2000122,308.4694214,72.37036133,202,264.7999878
15/09/2020,259.6696472,84.1519928,58.18000031,201.7584839,144.7577209,128.0005188,159.5147858,42.56774521,579.9000244,322.0756226,73.93224335,204.3300018,266.8500061
16/09/2020,259.2167358,84.3911972,59.90000153,201.6391602,147.8537598,126.4145966,158.409729,42.62743378,569.1500244,320.8703613,75.56332397,202.9900055,267.5499878
17/09/2020,246.851059,83.82307434,60.41999817,202.3850555,144.2171326,124.9384003,158.4495697,41.88132858,565,311.118988,73.73453522,203.4900055,271.4599915
18/09/2020,241.7019806,82.6170578,61.13000107,206.9598541,142.3988342,125.5767517,155.2240295,41.14517212,555.2399902,307.4833679,71.30274963,204.6799927,265.3900146
21/09/2020,237.2420502,80.76317596,55.99000168,201.828125,139.430542,127.9606171,154.4076996,39.63306808,555.7000122,303.8576965,67.90220642,202.8899994,264
22/09/2020,238.197052,81.31137085,54.34000015,207.1985168,140.95401,130.6836243,155.39328,39.81213379,571.5100098,311.9656067,68.48543549,205.2899933,267.5799866
23/09/2020,232.0634308,79.58706665,54.93999863,203.10112,136.8062744,128.090271,151.4808197,37.43454742,565.1900024,303.9274292,68.27784729,200.1399994,263.8200073
24/09/2020,232.5261688,79.83624268,54.29999924,203.8967285,138.8309784,128.9879761,151.2618103,38.48904037,557.460022,305.0629272,68.57440948,202.0099945,263.1300049
25/09/2020,237.2451324,81.20173645,55.40999985,207.2482605,139.5877991,130.8531799,155.711853,38.22044373,574.0599976,312.7823792,69.73098755,205.5800018,268.1799927
28/09/2020,237.4331055,81.9691925,55.52000046,208.6505432,143.4406738,131.9403687,157.4042664,38.66810608,571.9199829,309.2563477,70.37353516,204.7200012,267.730011
29/09/2020,237.5518188,82.08880615,55.86000061,208.4914093,144.9936218,129.6861877,157.1354523,39.16550827,573.6099854,312.6329651,68.86108398,204.9100037,270.3099976
30/09/2020,239.1446075,82.84630585,58.33000183,208.4715118,144.2466278,130.0751801,156.199646,38.95660019,559.7800293,317.224823,69.44431305,204.8500061,272.1199951
01/10/2020,239.5601196,82.32801056,58.81999969,210.3611145,144.728241,132.4390869,157.3047028,39.36447144,568.1400146,313.9377747,70.75906372,207.2200012,273.5100098
02/10/2020,240.6978149,82.39778137,59.97999954,210.3611145,146.7922821,128.7386322,158.2504578,38.76758957,564.7999878,316.8662415,71.69815826,202.1600037,260.7999878
05/10/2020,240.7274933,85.08889771,62.25999832,212.3834229,149.3772278,130.3843842,159.1564026,39.36447144,605.0800171,320.6611938,74.0508728,203.4499969,268.980011
06/10/2020,238.432312,84.03237915,62.25,211.4868164,150.4092407,124.5194702,156.5680084,37.91205597,581.6400146,313.7983704,73.80374146,202.0899963,260.980011
07/10/2020,239.1841888,86.26500702,64.62000275,213.7183533,149.9669495,124.6890411,160.3510437,38.15080643,591.6900024,312.0751953,76.07735443,203.8200073,265.8200073
08/10/2020,240.9550476,88.7069397,64.68000031,218.0518951,154.1638336,125.6665192,161.0678253,38.76758957,599.8800049,314.07724,77.43164825,205.4700012,268.5299988
09/10/2020,242.0630493,89.96279144,64.19999695,220.1439362,155.6283112,127.1227722,163.5467072,40.5681839,602.0700073,313.3899536,76.71990204,209.5599976,269.9500122
12/10/2020,243.7448883,89.38469696,65.30000305,219.7255402,156.3359833,130.5439758,163.8254547,40.45875549,601.5499878,312.6927185,76.97692108,214.1499939,274.6000061
13/10/2020,239.817337,89.96279144,65.37000275,222.156311,155.2744751,132.5986786,164.1539917,40.04093933,607.9799805,307.6028748,75.93896484,216,276.0899963
14/10/2020,235.9491577,89.76344299,65.19000244,219.2672882,153.6822205,132.4091644,163.4371948,40.7472496,600.8200073,305.3916321,74.87135315,212.1399994,271.4599915
